"","zip","Provider.ID","Hospital.Name","Address","City","State","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","X","city","state","latitude","longitude"
"3020",67029,171312,"COMANCHE COUNTY HOSPITAL","2ND & FRISCO STREET","COLDWATER","KS","COMANCHE",6205822144,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","2ND &amp; FRISCO STREET
COLDWATER, KS
",30724,"Coldwater","KS",37.259332,-99.33385
"3021",67042,170017,"SUSAN B ALLEN MEMORIAL HOSPITAL","720 W CENTRAL ST","EL DORADO","KS","BUTLER",3163224557,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","720 W CENTRAL ST
EL DORADO, KS
(37.817438, -96.858789)",30734,"El Dorado","KS",37.830417,-96.84294
"3022",67045,171339,"GREENWOOD COUNTY HOSPITAL","100 W 16TH STREET","EUREKA","KS","GREENWOOD",6205837451,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","100 W 16TH STREET
EUREKA, KS
(37.835315, -96.29418)",30735,"Eureka","KS",37.854192,-96.32433
"3023",67054,171332,"KIOWA COUNTY MEMORIAL HOSPITAL","721 WEST KANSAS","GREENSBURG","KS","KIOWA",6207233341,"Critical Access Hospitals","Government - Local",FALSE,TRUE,"Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","721 WEST KANSAS
GREENSBURG, KS
(37.606167, -99.301774)",30742,"Greensburg","KS",37.590146,-99.29989
"3024",67058,171366,"HARPER HOSPITAL DISTRICT NO 5","700 WEST 13TH","HARPER","KS","HARPER",6208967324,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","700 WEST 13TH
HARPER, KS
(37.283672, -98.033002)",30746,"Harper","KS",37.297898,-98.03916
"3025",67063,171357,"HILLSBORO COMMUNITY HOSPITAL","101 INDUSTRIAL ROAD","HILLSBORO","KS","MARION",6209473114,"Critical Access Hospitals","Proprietary",TRUE,NA,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","101 INDUSTRIAL ROAD
HILLSBORO, KS
(38.348025, -97.187636)",30751,"Hillsboro","KS",38.347058,-97.21489
"3026",67068,171378,"KINGMAN COMMUNITY HOSPITAL","750 W AVE D","KINGMAN","KS","KINGMAN",6205323147,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","750 W AVE D
KINGMAN, KS
(37.646734, -98.123552)",30755,"Kingman","KS",37.618339,-98.10612
"3027",67070,171331,"KIOWA DISTRICT HOSPITAL","1002 SOUTH 4TH STREET","KIOWA","KS","BARBER",6208254131,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1002 SOUTH 4TH STREET
KIOWA, KS
(37.008827, -98.489746)",30757,"Kiowa","KS",37.037218,-98.49342
"3028",67104,171334,"MEDICINE LODGE MEMORIAL HOSPITAL","710 N WALNUT STREET","MEDICINE LODGE","KS","BARBER",6208863771,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","710 N WALNUT STREET
MEDICINE LODGE, KS
(37.289877, -98.577659)",30765,"Medicine Lodge","KS",37.286936,-98.60271
"3029",67107,170075,"MERCY HOSPITAL, INC","218 E PACK STREET","MOUNDRIDGE","KS","MCPHERSON",6203456391,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","218 E PACK STREET
MOUNDRIDGE, KS
(38.205072, -97.517021)",30768,"Moundridge","KS",38.193313,-97.52827
"3030",67114,170103,"NEWTON MEDICAL CENTER","600 MEDICAL CENTER DRIVE","NEWTON","KS","HARVEY",3162832700,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","600 MEDICAL CENTER DRIVE
NEWTON, KS
(38.023034, -97.33654)",30774,"Newton","KS",38.051679,-97.323
"3031",67124,170027,"PRATT REGIONAL MEDICAL CENTER","200 COMMODORE ST","PRATT","KS","PRATT",6204501160,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Below the national average","","Above the national average","","Above the national average","","Same as the national average","","Above the national average","","Below the national average","","200 COMMODORE ST
PRATT, KS
(37.645365, -98.729367)",30781,"Pratt","KS",37.642738,-98.75394
"3032",67152,170039,"SUMNER REGIONAL MEDICAL CENTER","1323 NORTH A STREET","WELLINGTON","KS","SUMNER",6203267451,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Below the national average","","Above the national average","","Not Available","Results are not available for this reporting period","1323 NORTH A STREET
WELLINGTON, KS
(37.277815, -97.394251)",30800,"Wellington","KS",37.268972,-97.41247
"3033",67156,171383,"WILLIAM NEWTON HOSPITAL","1300 EAST FIFTH AVENUE","WINFIELD","KS","COWLEY",6202212300,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"4","","Same as the national average","","Not Available","Results are not available for this reporting period","Above the national average","","Above the national average","","Same as the national average","","Above the national average","","Below the national average","","1300 EAST FIFTH AVENUE
WINFIELD, KS
(37.244649, -96.98247)",30803,"Winfield","KS",37.256575,-96.97885
"3034",67214,170122,"VIA CHRISTI HOSPITALS WICHITA, INC","929 NORTH ST FRANCIS STREET","WICHITA","KS","SEDGWICK",3162685000,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3","","Same as the national average","","Above the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","929 NORTH ST FRANCIS STREET
WICHITA, KS
(37.700627, -97.331694)",30818,"Wichita","KS",37.705384,-97.31777
"3035",67214,170123,"WESLEY MEDICAL CENTER","550 N HILLSIDE STREET","WICHITA","KS","SEDGWICK",3169622000,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"4","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","550 N HILLSIDE STREET
WICHITA, KS
(37.695489, -97.299058)",30818,"Wichita","KS",37.705384,-97.31777
"3036",67226,170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC","3333 NORTH WEBB ROAD","WICHITA","KS","SEDGWICK",3164625326,"Acute Care Hospitals","Physician",FALSE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","3333 NORTH WEBB ROAD
WICHITA, KS
(37.743966, -97.226326)",30828,"Wichita","KS",37.750904,-97.23115
"3037",67226,170186,"KANSAS HEART HOSPITAL","3601 NORTH WEBB ROAD","WICHITA","KS","SEDGWICK",3166305000,"Acute Care Hospitals","Proprietary",FALSE,TRUE,"5","","Above the national average","","Above the national average","","Above the national average","","Above the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","3601 NORTH WEBB ROAD
WICHITA, KS
(37.749305, -97.226366)",30828,"Wichita","KS",37.750904,-97.23115
"3038",67226,170183,"KANSAS SURGERY & RECOVERY CENTER","2770 NORTH WEBB ROAD","WICHITA","KS","SEDGWICK",3166340090,"Acute Care Hospitals","Proprietary",FALSE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","2770 NORTH WEBB ROAD
WICHITA, KS
(37.732911, -97.226256)",30828,"Wichita","KS",37.750904,-97.23115
"3039",67235,170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC","14800 WEST ST TERESA","WICHITA","KS","SEDGWICK",3167967800,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3","","Same as the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Below the national average","","14800 WEST ST TERESA
WICHITA, KS
(37.725045, -97.513786)",30835,"Wichita","KS",37.692778,-97.4959
"3040",67337,170145,"COFFEYVILLE REGIONAL MEDICAL CENTER","1400 W 4TH ST","COFFEYVILLE","KS","MONTGOMERY",6202511200,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","1400 W 4TH ST
COFFEYVILLE, KS
(37.040399, -95.638346)",30853,"Coffeyville","KS",37.041838,-95.61814
"3041",67356,171302,"OSWEGO COMMUNITY HOSPITAL","800 BARKER DRIVE","OSWEGO","KS","LABETTE",6207952921,"Critical Access Hospitals","Proprietary",TRUE,NA,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","800 BARKER DRIVE
OSWEGO, KS
(37.159673, -95.11077)",30868,"Oswego","KS",37.182538,-95.13678
"3042",67357,170120,"LABETTE HEALTH","1902 SOUTH US HWY 59","PARSONS","KS","LABETTE",6204214880,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Above the national average","","Below the national average","","1902 SOUTH US HWY 59
PARSONS, KS
(37.322012, -95.266593)",30869,"Parsons","KS",37.339913,-95.25834
"3043",67361,171318,"SEDAN CITY HOSPITAL","300 NORTH STREET","SEDAN","KS","CHAUTAUQUA",6207253115,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","300 NORTH STREET
SEDAN, KS
",30871,"Sedan","KS",37.107867,-96.22087
"3044",67401,170012,"SALINA REGIONAL HEALTH CENTER","400 SOUTH SANTA FE AVENUE","SALINA","KS","SALINE",7854527000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","400 SOUTH SANTA FE AVENUE
SALINA, KS
(38.834346, -97.609162)",30874,"Salina","KS",38.827875,-97.61553
"3045",67401,170187,"SALINA SURGICAL HOSPITAL","401 SOUTH SANTA FE AVENUE","SALINA","KS","SALINE",7858270610,"Acute Care Hospitals","Physician",FALSE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","401 SOUTH SANTA FE AVENUE
SALINA, KS
(38.834346, -97.609162)",30874,"Salina","KS",38.827875,-97.61553
"3046",67410,171381,"MEMORIAL HOSPITAL","511 NE 10TH ST","ABILENE","KS","DICKINSON",7852636610,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","511 NE 10TH ST
ABILENE, KS
(38.924961, -97.206483)",30876,"Abilene","KS",38.94112,-97.21973
"3047",67420,171375,"MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS","400 W 8TH STREET, P O BOX 399","BELOIT","KS","MITCHELL",7857382266,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"3","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Not Available","Results are not available for this reporting period","Below the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","400 W 8TH STREET, P O BOX 399
BELOIT, KS
(39.466499, -98.114235)",30882,"Beloit","KS",39.440546,-98.07736
"3048",67432,171371,"CLAY COUNTY MEDICAL CENTER","617 LIBERTY","CLAY CENTER","KS","CLAY",7856322144,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","617 LIBERTY
CLAY CENTER, KS
(39.391681, -97.124196)",30890,"Clay Center","KS",39.341513,-97.1552
"3049",67439,171327,"ELLSWORTH COUNTY MEDICAL CENTER","1604 AYLWARD AVENUE","ELLSWORTH","KS","ELLSWORTH",7854723111,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","1604 AYLWARD AVENUE
ELLSWORTH, KS
(38.741969, -98.218892)",30895,"Ellsworth","KS",38.744056,-98.22729
"3050",67449,171340,"HERINGTON MUNICIPAL HOSPITAL","100 E HELEN STREET","HERINGTON","KS","DICKINSON",7852582207,"Critical Access Hospitals","Government - Local",TRUE,NA,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","100 E HELEN STREET
HERINGTON, KS
(38.679561, -96.942274)",30904,"Herington","KS",38.677306,-96.92129
"3051",67455,171360,"LINCOLN COUNTY HOSPITAL","624 N SECOND","LINCOLN","KS","LINCOLN",7855244403,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","624 N SECOND
LINCOLN, KS
(39.045175, -98.14437)",30909,"Lincoln","KS",39.034792,-98.17577
"3052",67456,171358,"LINDSBORG COMMUNITY HOSPITAL","605 W LINCOLN STREET","LINDSBORG","KS","MCPHERSON",7852273308,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","605 W LINCOLN STREET
LINDSBORG, KS
(38.573435, -97.683494)",30910,"Lindsborg","KS",38.590743,-97.67156
"3053",67460,170105,"MCPHERSON HOSPITAL INC","1000 HOSPITAL DRIVE","MCPHERSON","KS","MCPHERSON",6202412250,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","1000 HOSPITAL DRIVE
MCPHERSON, KS
(38.379006, -97.672485)",30914,"Mcpherson","KS",38.367298,-97.67719
"3054",67467,171328,"OTTAWA COUNTY HEALTH CENTER","215 E 8TH STREET","MINNEAPOLIS","KS","OTTAWA",7853922122,"Critical Access Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","215 E 8TH STREET
MINNEAPOLIS, KS
(39.128797, -97.704255)",30917,"Minneapolis","KS",39.131275,-97.70794
"3055",67473,171364,"OSBORNE COUNTY MEMORIAL HOSPITAL","424 W NEW HAMPSHIRE STREET","OSBORNE","KS","OSBORNE",7853462121,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","424 W NEW HAMPSHIRE STREET
OSBORNE, KS
(39.436681, -98.700916)",30921,"Osborne","KS",39.409385,-98.7059
"3056",67502,170020,"HUTCHINSON REGIONAL MEDICAL CENTER INC","1701 E 23RD AVENUE","HUTCHINSON","KS","RENO",6206652001,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"2","","Below the national average","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","1701 E 23RD AVENUE
HUTCHINSON, KS
(38.079485, -97.892275)",30940,"Hutchinson","KS",38.094945,-97.929
"3057",67502,170198,"SUMMIT SURGICAL, LLC","1818 EAST 23RD AVENUE","HUTCHINSON","KS","RENO",6206626000,"Acute Care Hospitals","Physician",FALSE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1818 EAST 23RD AVENUE
HUTCHINSON, KS
(38.07953, -97.888595)",30940,"Hutchinson","KS",38.094945,-97.929
"3058",67526,171301,"ELLINWOOD DISTRICT HOSPITAL","605 N MAIN STREET","ELLINWOOD","KS","BARTON",6205642548,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","605 N MAIN STREET
ELLINWOOD, KS
(38.360707, -98.581193)",30958,"Ellinwood","KS",38.347872,-98.56205
"3059",67530,170191,"GREAT BEND REGIONAL HOSPITAL","514 CLEVELAND STREET","GREAT BEND","KS","BARTON",6207928833,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Above the national average","","Below the national average","","514 CLEVELAND STREET
GREAT BEND, KS
(38.3562, -98.791619)",30960,"Great Bend","KS",38.363151,-98.78495
"3060",67544,171333,"CLARA BARTON HOSPITAL","250 W 9TH STREET","HOISINGTON","KS","BARTON",6206532114,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","250 W 9TH STREET
HOISINGTON, KS
(38.521549, -98.77941)",30962,"Hoisington","KS",38.562172,-98.76647
"3061",67547,171317,"EDWARDS COUNTY HOSPITAL","620 WEST EIGHTH STREET","KINSLEY","KS","EDWARDS",6206593621,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","620 WEST EIGHTH STREET
KINSLEY, KS
(37.920715, -99.419431)",30965,"Kinsley","KS",37.918313,-99.43134
"3062",67548,171342,"RUSH COUNTY MEMORIAL HOSPITAL","801 LOCUST ST","LA CROSSE","KS","RUSH",7852222545,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","801 LOCUST ST
LA CROSSE, KS
(38.530569, -99.316573)",30966,"La Crosse","KS",38.560733,-99.3193
"3063",67550,171345,"PAWNEE VALLEY COMMUNITY HOSPITAL","923 CARROLL AVENUE","LARNED","KS","PAWNEE",6202853162,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","923 CARROLL AVENUE
LARNED, KS
(38.184161, -99.106596)",30967,"Larned","KS",38.179418,-99.12757
"3064",67554,171330,"HOSPITAL DISTRICT #1 OF RICE COUNTY","619 SOUTH CLARK AVENUE","LYONS","KS","RICE",6202575173,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","619 SOUTH CLARK AVENUE
LYONS, KS
(38.34167, -98.216146)",30970,"Lyons","KS",38.356474,-98.2025
"3065",67560,171336,"NESS COUNTY HOSPITAL DISTRICT #2","312 CUSTER STREET","NESS CITY","KS","NESS",7857982291,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","312 CUSTER STREET
NESS CITY, KS
(38.457811, -99.900932)",30974,"Ness City","KS",38.443723,-99.92622
"3066",67572,171300,"GRISELL MEMORIAL HOSPITAL","210 SOUTH VERMONT AVENUE","RANSOM","KS","NESS",7857312231,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","210 SOUTH VERMONT AVENUE
RANSOM, KS
(38.63671, -99.931546)",30983,"Ransom","KS",38.660733,-99.90598
"3067",67578,171323,"STAFFORD COUNTY HOSPITAL","502 S BUCKEYE","STAFFORD","KS","STAFFORD",6202345221,"Critical Access Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","502 S BUCKEYE
STAFFORD, KS
(37.957109, -98.596155)",30988,"Stafford","KS",37.976752,-98.59126
"3068",67601,170013,"HAYS MEDICAL CENTER","2220 CANTERBURY DRIVE","HAYS","KS","ELLIS",7856235000,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"3","","Same as the national average","","Below the national average","","Above the national average","","Above the national average","","Same as the national average","","Above the national average","","Below the national average","","2220 CANTERBURY DRIVE
HAYS, KS
(38.879604, -99.299273)",30994,"Hays","KS",38.881082,-99.32559
